indent,operation,dom,dom id,relation,cod id,cod,unchanged,changed_props,reason,rank
______,B ONLY,,,,4974786,G.Kohatius_coppensi,,,,species
____,B ONLY,,,,9329743,G.Bazius,,,,genus
____,B ONLY,,,,4827123,G.Washakius,,,,genus
______,B ONLY,,,,4974825,G.Washakius_insignis,,,,species
______,B ONLY,,,,4974824,G.Washakius_izetti,,,,species
______,B ONLY,,,,9335314,G.Yumanius_woodringi,,,,species
____,B ONLY,,,,4827120,G.Chipetaia,,,,genus
______,B ONLY,,,,4974835,G.Chipetaia_lamporea,,,,species
____,B ONLY,,,,4827122,G.Paratetonius,,,,genus
____,B ONLY,,,,4827147,G.Huerfanius,,,,genus
______,B ONLY,,,,9205860,G.Huerfanius_rutherfordi,,,,species
____,B ONLY,,,,4827137,G.Absarokius,,,,genus
______,B ONLY,,,,9574096,G.Anaptomorphus_abbotti,,,,species
______,B ONLY,,,,6142181,G.Absarokius_metoecus,,,,species
______,B ONLY,,,,6142179,G.Absarokius_gazini,,,,species
______,B ONLY,,,,8886125,G.Absarokius_subletensis,,,,species
____,B ONLY,,,,4974810,G.Vastanomys,,,,genus
______,B ONLY,,,,4974811,G.Vastanomys_gracilis,,,,species
______,B ONLY,,,,8479097,G.Vastanomys_major,,,,species
____,B ONLY,,,,3239602,G.Utahia,,,,genus
______,B ONLY,,,,5936397,G.Utahia_carina,,,,species
______,B ONLY,,,,5936398,G.Utahia_kayi,,,,species
____,B ONLY,,,,4827111,G.Ourayia,,,,genus
______,B ONLY,,,,8954986,G.Mytonius_hopsoni,,,,species
______,B ONLY,,,,9362801,G.Microsyops_uintensis,,,,species
____,B ONLY,,,,4827143,G.Loveina,,,,genus
______,B ONLY,,,,9379837,G.Notharctus_minutus,,,,species
______,B ONLY,,,,9580843,G.Omomys_sheai,,,,species
______,B ONLY,,,,4974819,G.Loveina_wapitiensis,,,,species
______,B ONLY,,,,4974818,G.Loveina_zephyri,,,,species
____,B ONLY,,,,4827113,G.Uintanius,,,,genus
______,B ONLY,,,,8851033,G.Huerfanius_rutherfurdi,,,,species
______,B ONLY,,,,8885183,G.Omomys_ameghini,,,,species
______,B ONLY,,,,4974832,G.Jemezius_szalayi,,,,species
____,B ONLY,,,,4827108,G.Gazinius,,,,genus
______,B ONLY,,,,4974784,G.Gazinius_amplus,,,,species
______,B ONLY,,,,4974785,G.Gazinius_bowni,,,,species
____,B ONLY,,,,4827135,G.Teilhardina,,,,genus
______,B ONLY,,,,9167689,G.Tetonius_tenuiculus,,,,species
______,B ONLY,,,,9345784,G.Omomys_belgicus,,,,species
______,B ONLY,,,,8518712,G.Teilhardina_brandti,,,,species
______,B ONLY,,,,4974804,G.Teilhardina_demissa,,,,species
______,B ONLY,,,,4974807,G.Teilhardina_crassidens,,,,species
______,B ONLY,,,,8701067,G.Teilhardina_gingerichi,,,,species
______,B ONLY,,,,4974805,G.Teilhardina_asiatica,,,,species
______,B ONLY,,,,4974809,G.Teilhardina_magnoliana,,,,species
______,B ONLY,,,,4974808,G.Teilhardina_americana,,,,species
____,B ONLY,,,,4827125,G.Aycrossia,,,,genus
______,B ONLY,,,,4974851,G.Aycrossia_lovei,,,,species
____,B ONLY,,,,4827142,G.Tarka,,,,genus
______,B ONLY,,,,4974798,G.Tarka_stylifera,,,,species
____,B ONLY,,,,4827155,G.Tarkadectes,,,,genus
______,B ONLY,,,,4974801,G.Tarkadectes_montanensis,,,,species
____,B ONLY,,,,4827115,G.Steinius,,,,genus
______,B ONLY,,,,9237826,G.Omomys_vespertinus,,,,species
______,B ONLY,,,,4974829,G.Steinius_annectens,,,,species
____,B ONLY,,,,4974813,G.Baataromomys,,,,genus
______,B ONLY,,,,4974814,G.Baataromomys_ulaanus,,,,species
____,B ONLY,,,,4827118,G.Ageitodendron,,,,genus
______,B ONLY,,,,4974840,G.Ageitodendron_matthewi,,,,species
____,B ONLY,,,,4827153,G.Palettia,,,,genus
____,B ONLY,,,,4827134,G.Wyomomys,,,,genus
______,B ONLY,,,,4974839,G.Wyomomys_bridgeri,,,,species
____,B ONLY,,,,4827136,G.Yaquius,,,,genus
______,B ONLY,,,,4974802,G.Yaquius_travisi,,,,species
____,B ONLY,,,,4827129,G.Mckennamorphus,,,,genus
____,B ONLY,,,,4827148,G.Asiomomys,,,,genus
______,B ONLY,,,,4974843,G.Asiomomys_changbaicus,,,,species
______,B ONLY,,,,8691387,G.Asiomomys_dawsoni,,,,species
____,B ONLY,,,,4827151,G.Arapahovius,,,,genus
______,B ONLY,,,,6142168,G.Arapahovius_gazini,,,,species
______,B ONLY,,,,6142169,G.Arapahovius_advena,,,,species
____,B ONLY,,,,4827124,G.Shoshonius,,,,genus
______,B ONLY,,,,4974823,G.Shoshonius_bowni,,,,species
______,B ONLY,,,,4974822,G.Shoshonius_cooperi,,,,species
____,B ONLY,,,,4827121,G.Mytonius,,,,genus
____,B ONLY,,,,3239604,G.Indusius,,,,genus
____,B ONLY,,,,4827110,G.Chumashius,,,,genus
______,B ONLY,,,,4974827,G.Chumashius_balchi,,,,species
____,B ONLY,,,,4827140,G.Hoanghonius,,,,genus
______,B ONLY,,,,4974635,G.Hoanghonius_stehlini,,,,species
____,B ONLY,,,,4827138,G.Anemorhysis,,,,genus
______,B ONLY,,,,6142185,G.Anemorhysis_pattersoni,,,,species
______,B ONLY,,,,9380691,G.Paratetonius_sublettensis,,,,species
______,B ONLY,,,,6142186,G.Anemorhysis_wortmani,,,,species
______,B ONLY,,,,6142183,G.Tetonoides_pearcei,,,,species
______,B ONLY,,,,6142182,G.Anemorhysis_natronensis,,,,species
______,B ONLY,,,,8975919,G.Anemorhysis_savagei,,,,species
______,B ONLY,,,,9499345,G.Tetonius_musculus,,,,species
____,B ONLY,,,,4827133,G.Euryacodon,,,,genus
____,B ONLY,,,,4827131,G.Rooneyia,,,,genus
______,B ONLY,,,,8941589,G.Rooneyia_viejensis,,,,species
______,B ONLY,,,,8561399,G.Rooneyia_viejaensis,,,,species
____,B ONLY,,,,3237150,G.Macrotarsius,,,,genus
______,B ONLY,,,,5936401,G.Macrotarsius_macrorhysis,,,,species
______,B ONLY,,,,5936399,G.Macrotarsius_montanus,,,,species
______,B ONLY,,,,5936402,G.Macrotarsius_roederi,,,,species
______,B ONLY,,,,9291308,G.Hemiacodon_jepseni,,,,species
______,B ONLY,,,,5936400,G.Macrotarsius_siegerti,,,,species
____,B ONLY,,,,4827126,G.Altanius,,,,genus
______,B ONLY,,,,8864766,G.Altanius_oirovi,,,,species
______,B ONLY,,,,4974812,G.Altanius_orlovi,,,,species
____,B ONLY,,,,4827127,G.Strigorhysis,,,,genus
______,B ONLY,,,,4974781,G.Strigorhysis_bridgerensis,,,,species
______,B ONLY,,,,4974782,G.Strigorhysis_rugosus,,,,species
______,B ONLY,,,,4974780,G.Strigorhysis_huerfanensis,,,,species
____,B ONLY,,,,4827128,G.Sphacorhysis,,,,genus
______,B ONLY,,,,6142167,G.Sphacorhysis_burntforkensis,,,,species
____,B ONLY,,,,4827145,G.Artimonius,,,,genus
______,B ONLY,,,,9551331,G.Absarokius_nocerai,,,,species
______,B ONLY,,,,9152331,G.Absarokius_witteri,,,,species
______,B ONLY,,,,9527686,G.Absarokius_australis,,,,species
____,B ONLY,,,,9567439,G.Indusomys,,,,genus
______,B ONLY,,,,5936395,G.Indusius_kaliae,,,,species
____,B ONLY,,,,4827117,G.Dyseolemur,,,,genus
______,B ONLY,,,,4974821,G.Dyseolemur_pacificus,,,,species
____,B ONLY,,,,4827109,G.Altiatlasius,,,,genus
______,B ONLY,,,,4974651,G.Altiatlasius_koulchii,,,,species
__,B ONLY,,,,4827520,G.Purgatoriidae,,,,family
____,B ONLY,,,,4827521,G.Purgatorius,,,,genus
______,B ONLY,,,,9292541,G.Purgatorius_pinecreeensis,,,,species
______,B ONLY,,,,8439665,G.Purgatorius_coracis,,,,species
______,B ONLY,,,,4974538,G.Purgatorius_titusi,,,,species
______,B ONLY,,,,4974540,G.Purgatorius_unio,,,,species
______,B ONLY,,,,4974539,G.Purgatorius_janisae,,,,species
____,B ONLY,,,,8484524,G.Ursolestes,,,,genus
______,B ONLY,,,,8694755,G.Ursolestes_perpetior,,,,species
__,B ONLY,,,,4827112,G.Omomyidae,,,,family
__,B ONLY,,,,9287330,G.Cheiromydae,,,,family
__,B ONLY,,,,8540493,G.Saadaniidae,,,,family
____,B ONLY,,,,8659884,G.Saadanius,,,,genus
______,B ONLY,,,,8454825,G.Saadanius_hijazensis,,,,species
__,B ONLY,,,,4827503,G.Galeopithecidae,,,,family
____,B ONLY,,,,4827504,G.Dermotherium,,,,genus
______,B ONLY,,,,8445259,G.Dermotherium_major,,,,species
______,B ONLY,,,,8648708,G.Dermotherium_chimaera,,,,species
____,B ONLY,,,,4575873,G.Lushius,,,,genus
______,B ONLY,,,,4974602,G.Lushius_qinlinensis,,,,species
__,B ONLY,,,,4974721,G.Propliopithecidae,,,,family
__,B ONLY,N20.Callitrichinae,9480,!,9620,G.Callitrichidae,,,cross-mrca !,family
____,B ONLY,,,,8671622,G.?_midas,,,,unranked
____,B ONLY,,,,9110647,G.?_pygmaea,,,,unranked
____,B ONLY,,,,9347086,G.?_jacchus,,,,unranked
____,B ONLY,,,,9539900,G.?_mystax,,,,unranked
____,B ONLY,,,,4827168,G.Patasola,,,,genus
______,B ONLY,,,,8623377,G.Patasola_magdalenae,,,,species
____,B ONLY,,,,9682927,G.?_goeldii,,,,unranked
____,B ONLY,,,,5428933,G.Leontocebus#5428933,,,,genus
______,B ONLY,,,,9634740,G.Leontocebus_lagonotus,,,,species
______,B ONLY,,,,9598128,G.Hapale_geoffroyi,,,,species
______,B ONLY,,,,9509098,G.Leontocebus_nigrifrons,,,,species
______,B ONLY,,,,9523674,G.Leontocebus_fuscus,,,,species
______,B ONLY,,,,8628111,G.Leontocebus_nigricollis,,,,species
________,B ONLY,,,,9211117,G.Leontocebus_nigricollis_hernandezi,,,,subspecies
________,B ONLY,,,,9147205,G.Leontocebus_nigricollis_graellsi,,,,subspecies
______,B ONLY,,,,8493215,G.Leontocebus_fuscicollis,,,,species
________,B ONLY,,,,9173498,G.Leontocebus_fuscicollis_mura,,,,subspecies
________,B ONLY,,,,8869559,G.Leontocebus_fuscicollis_avilapiresi,,,,subspecies
________,B ONLY,,,,8925719,G.Leontocebus_fuscicollis_primitivus,,,,subspecies
______,B ONLY,,,,9583990,G.Leontocebus_leucogenys,,,,species
______,B ONLY,,,,9278135,G.Leontocebus_illigeri,,,,species
____,B ONLY,N20.Callitrichinae,9480,!,7826251,G.Mico,,,cross-mrca !,genus
______,B ONLY,,,,9048529,G.Mico_melanoleucas,,,,species
______,B ONLY,,,,5786453,G.Mico_acariensis,,,,species
______,B ONLY,,,,5786461,G.Mico_nigriceps,,,,species
____,B ONLY,,,,2436478,G.Leontopithecus,,,,genus
______,B ONLY,,,,2436479,G.Leontopithecus_caissara,,,,species
______,B ONLY,,,,6142051,G.Simia_oedipus,,,,species
____,B ONLY,,,,2436453,G.Callithrix#2436453,,,,genus
______,B ONLY,,,,10077287,G.BOLD:AAF8449,,,,unranked
______,B ONLY,,,,8898618,G.Callithrix_pencillata,,,,species
________,B ONLY,,,,9153160,G.Callithrix_pencillata_jordani,,,,subspecies
________,B ONLY,,,,8920134,G.Callithrix_pencillata_pencillata,,,,subspecies
______,B ONLY,,,,9528277,G.Jacchus_trigonifer,,,,species
______,B ONLY,,,,9199568,G.Callithrix_humeralifer,,,,species
________,B ONLY,,,,8885333,G.Callithrix_humeralifer_humeralifer,,,,subspecies
________,B ONLY,,,,8855968,G.Callithrix_humeralifer_chrysoleuca,,,,subspecies
____,B ONLY,,,,2436463,G.Callimico,,,,genus
____,B ONLY,,,,4827213,G.Micodon,,,,genus
______,B ONLY,,,,8495970,G.Micodon_kiotensis,,,,species
____,B ONLY,,,,4827212,G.Lagonimico,,,,genus
______,B ONLY,,,,8574976,G.Lagonimico_conclucatus,,,,species
____,B ONLY,,,,2436465,G.Saguinus,,,,genus
______,B ONLY,,,,8026591,G.Saguinus_ursulus,,,,species
______,B ONLY,,,,2436471,G.Saguinus_imperator,,,,species
________,B ONLY,,,,4266870,G.Saguinus_imperator_imperator,,,,subspecies
______,B ONLY,,,,2436472,G.Saguinus_mystax,,,,species
________,B ONLY,,,,4266876,G.Saguinus_mystax_pluto,,,,subspecies
________,B ONLY,,,,5786441,G.Saguinus_mystax_pileatus,,,,subspecies
______,B ONLY,,,,9178968,G.Saguinus_labiatus,,,,species
________,B ONLY,,,,4266871,G.Saguinus_labiatus_thomasi,,,,subspecies
________,B ONLY,,,,4266881,G.Saguinus_labiatus_rufiventer,,,,subspecies
______,B ONLY,,,,2436468,G.Saguinus_midas,,,,species
________,B ONLY,,,,8763629,G.Saguinus_midas_niger,,,,subspecies
________,B ONLY,,,,8817257,G.Saguinus_midas_tamarin,,,,subspecies
______,B ONLY,,,,2436470,G.Saguinus_bicolor,,,,species
________,B ONLY,,,,9056928,G.Saguinus_bicolor_martinsi,,,,subspecies
________,B ONLY,,,,8809419,G.Saguinus_bicolor_ochraceus,,,,subspecies
__,B ONLY,,,,4827215,G.Toliapinidae,,,,family
____,B ONLY,,,,9373566,G.?_gingerichi,,,,unranked
____,B ONLY,,,,4827216,G.Sarnacius,,,,genus
______,B ONLY,,,,9586764,G.Berruvius_gingerichi,,,,species
____,B ONLY,,,,4827217,G.Toliapina,,,,genus
______,B ONLY,,,,4974455,G.Toliapina_vinealis,,,,species
______,B ONLY,,,,4974454,G.Toliapina_lawsoni,,,,species
__,B ONLY,,,,8067545,G.Oreopithecidae,,,,family
__,B ONLY,,,,4827528,G.Micromomyidae,,,,family
____,B ONLY,,,,9329022,G.?_gunnelli,,,,unranked
____,B ONLY,,,,9321408,G.?_millennius,,,,unranked
____,B ONLY,,,,9438562,G.?_antelucanus,,,,unranked
____,B ONLY,,,,9446415,G.?_loomisi,,,,unranked
____,B ONLY,,,,9634298,G.?_vossae,,,,unranked
____,B ONLY,,,,9520317,G.?_fremdi,,,,unranked
____,B ONLY,,,,10303277,G.?_willwoodensis,,,,unranked
____,B ONLY,,,,4974471,G.Dryomomys,,,,genus
______,B ONLY,,,,9113024,G.Micromomys_willwoodensis,,,,species
______,B ONLY,,,,4974472,G.Dryomomys_szalayi,,,,species
______,B ONLY,,,,9366145,G.Micromomys_millennius,,,,species
______,B ONLY,,,,8597277,G.Dryomomys_dulcifer,,,,species
____,B ONLY,,,,4827531,G.Micromomys,,,,genus
______,B ONLY,,,,4974475,G.Micromomys_silvercouleei,,,,species
____,B ONLY,,,,4827530,G.Tinimomys,,,,genus
______,B ONLY,,,,4974450,G.Tinimomys_graybulliensis,,,,species
______,B ONLY,,,,8548289,G.Tinimomys_tribos,,,,species
____,B ONLY,,,,9345686,G.Foxomomys,,,,genus
______,B ONLY,,,,4974473,G.Micromomys_vossae,,,,species
______,B ONLY,,,,9251213,G.Micromomys_gunnelli,,,,species
______,B ONLY,,,,4974476,G.Micromomys_fremdi,,,,species
____,B ONLY,,,,4827529,G.Chalicomomys,,,,genus
______,B ONLY,,,,9446149,G.Chalicomomys_antelucanus,,,,species
__,B ONLY,,,,3239570,G.Pongidae,,,,family
____,B ONLY,,,,10228061,G.?_sivalensis,,,,unranked
____,B ONLY,,,,9833959,G.?_meteai,,,,unranked
____,B ONLY,,,,10455387,G.?_punjabicus,,,,unranked
____,B ONLY,,,,10473031,G.?_indicus,,,,unranked
____,B ONLY,,,,9153173,G.Proconsuloides_naivashae,,,,species
____,B ONLY,,,,4827519,G.Sivapithecus,,,,genus
______,B ONLY,,,,8871950,G.Sivapithecus_himalayensis,,,,species
______,B ONLY,,,,8968580,G.Sivapithecus_lewisi,,,,species
______,B ONLY,,,,8783780,G.Ankarapithecus_meteai,,,,species
______,B ONLY,,,,8718717,G.Dryopithecus_punjabicus,,,,species
______,B ONLY,,,,8788949,G.Sivapithecus_middlemissi,,,,species
______,B ONLY,,,,8933542,G.Sivapithecus_chinjiensis,,,,species
______,B ONLY,,,,9268671,G.Dryopithecus_indicus,,,,species
______,B ONLY,,,,9007107,G.Sivapithecus_aiyengari,,,,species
__,B ONLY,,,,4827460,G.Azibiidae,,,,family
__,B ONLY,N20.Indriidae,30599,!,4827490,G.Indriidae,,,cross-mrca !,family
____,B ONLY,,,,9503946,G.?_laniger,,,,unranked
____,B ONLY,,,,2436427,G.Propithecus#2436427,,,,genus
______,B ONLY,,,,10516386,G.BOLD:ADC6473,,,,unranked
______,B ONLY,,,,5219529,G.Propithecus_diadema,,,,species
________,B ONLY,,,,9876951,G.BOLD:ACU9019,,,,unranked
________,B ONLY,,,,5786023,G.Propithecus_diadema_perrieri,,,,subspecies
________,B ONLY,,,,5786028,G.Propithecus_diadema_edwardsi,,,,subspecies
________,B ONLY,,,,8768432,G.Propithecus_diadema_holomelas,,,,subspecies
________,B ONLY,,,,10411820,G.BOLD:ACV7445,,,,unranked
______,B ONLY,,,,7262075,G.Propithecus_deckenii#7262075,,,,species
____,B ONLY,,,,2436431,G.Indri,,,,genus
____,B ONLY,,,,2436425,G.Avahi,,,,genus
______,B ONLY,,,,5786036,G.Avahi_ramanantsoavani,,,,species
______,B ONLY,,,,7601079,G.Avahi_mooreorum,,,,species
______,B ONLY,,,,5786033,G.Avahi_betsileo,,,,species
______,B ONLY,,,,5786034,G.Avahi_meridionalis,,,,species
____,B ONLY,,,,4827491,G.Mesopropithecus,,,,genus
__,B ONLY,,,,4827056,G.Afrotarsiidae,,,,family
____,B ONLY,,,,4572809,G.Afrotarsius,,,,genus
______,B ONLY,,,,4974773,G.Afrotarsius_chatrathi,,,,species
______,B ONLY,,,,8674034,G.Afrotarsius_libycus,,,,species
____,B ONLY,,,,8590971,G.Afrasia,,,,genus
______,B ONLY,,,,8606779,G.Afrasia_djijidae,,,,species
__,B ONLY,,,,4974478,G.Saxonellidae,,,,family
__,B ONLY,,,,9235735,G.Xenothricidae,,,,family
__,B ONLY,,,,4827420,G.Paromomyidae,,,,family
____,B ONLY,,,,10325864,G.?_citatus,,,,unranked
____,B ONLY,,,,9611230,G.?_mcgrewi,,,,unranked
____,B ONLY,,,,10602415,G.?_jepseni#10602415,,,,unranked
____,B ONLY,,,,10357108,G.?_fremontensis,,,,unranked
____,B ONLY,,,,9962399,G.?_pagei,,,,unranked
____,B ONLY,,,,4827428,G.Arcius,,,,genus
______,B ONLY,,,,9442490,G.Arcius_hookeri,,,,species
______,B ONLY,,,,9448636,G.Arcius_lapparenti,,,,species
______,B ONLY,,,,9516358,G.Arcius_ilerdensis,,,,species
______,B ONLY,,,,4974548,G.Arcius_zbyszewskii,,,,species
______,B ONLY,,,,4974549,G.Arcius_rougieri,,,,species
____,B ONLY,,,,9540378,G.Dianomomys,,,,genus
______,B ONLY,,,,9234001,G.Dianomomys_ambiguus,,,,species
____,B ONLY,,,,4827422,G.Ignacius,,,,genus
______,B ONLY,,,,4974545,G.Ignacius_graybullianus,,,,species
______,B ONLY,,,,4974547,G.Ignacius_frugivorus,,,,species
______,B ONLY,,,,9346613,G.Phenacolemur_fremontensis,,,,species
______,B ONLY,,,,4974546,G.Ignacius_clarkforkensis,,,,species
____,B ONLY,,,,4574814,G.Simpsonlemur,,,,genus
______,B ONLY,,,,8874815,G.Phenacolemur_jepseni,,,,species
________,B ONLY,,,,9046766,G.Phenacolemur_jepseni_jepseni,,,,subspecies
________,B ONLY,,,,8930710,G.Phenacolemur_jepseni_simpsoni,,,,subspecies
______,B ONLY,,,,8936338,G.Phenacolemur_citatus,,,,species
____,B ONLY,,,,4827424,G.Paromomys,,,,genus
______,B ONLY,,,,4974543,G.Paromomys_maturus,,,,species
______,B ONLY,,,,4974542,G.Paromomys_alticuspis,,,,species
______,B ONLY,,,,4974541,G.Paromomys_depressidens,,,,species
____,B ONLY,,,,4827427,G.Dillerlemur,,,,genus
______,B ONLY,,,,8929075,G.Phenacolemur_pagei,,,,species
______,B ONLY,,,,4974552,G.Dillerlemur_robinettei,,,,species
____,B ONLY,,,,4827425,G.Phenacolemur,,,,genus
______,B ONLY,,,,4974554,G.Phenacolemur_mcgrewi,,,,species
______,B ONLY,,,,9375762,G.Phenacolemur_fuscus,,,,species
______,B ONLY,,,,8735035,G.Phenacolemur_praecorcitatus,,,,species
______,B ONLY,,,,4974556,G.Phenacolemur_fortior,,,,species
______,B ONLY,,,,4974553,G.Phenacolemur_simonsi,,,,species
______,B ONLY,,,,4974557,G.Phenacolemur_praecox,,,,species
______,B ONLY,,,,4974555,G.Phenacolemur_shifrae,,,,species
____,B ONLY,,,,4827426,G.Elwynella,,,,genus
______,B ONLY,,,,4974558,G.Elwynella_oreas,,,,species
____,B ONLY,,,,8669723,G.Edworthia,,,,genus
______,B ONLY,,,,8531542,G.Edworthia_lerbekmoi,,,,species
____,B ONLY,,,,4827423,G.Pulverflumen,,,,genus
______,B ONLY,,,,4974550,G.Pulverflumen_magnificum,,,,species
____,B ONLY,,,,4827421,G.Acidomomys,,,,genus
______,B ONLY,,,,4974561,G.Acidomomys_hebeticus,,,,species
__,B ONLY,,,,4827440,G.Palaechthonidae,,,,family
____,B ONLY,,,,9512395,G.?_sirokyi,,,,unranked
____,B ONLY,,,,10451485,G.?_minor,,,,unranked
____,B ONLY,,,,10628422,G.?_wilsoni#10628422,,,,unranked
____,B ONLY,,,,9566686,G.?_torrejonius,,,,unranked
____,B ONLY,,,,4827445,G.Anasazia,,,,genus
______,B ONLY,,,,4974466,G.Anasazia_williamsoni,,,,species
____,B ONLY,,,,4827447,G.Palaechthon,,,,genus
______,B ONLY,,,,9292175,G.Talpohenach_torrejonius,,,,species
______,B ONLY,,,,4974469,G.Palaechthon_alticuspis,,,,species
______,B ONLY,,,,4974467,G.Palaechthon_woodi,,,,species
____,B ONLY,,,,9258349,G.?_nacimienti,,,,unranked
____,B ONLY,,,,10055965,G.?_problematicus,,,,unranked
____,B ONLY,,,,8579748,G.Phoxomylus,,,,genus
______,B ONLY,,,,8618378,G.Phoxomylus_puncticuspis,,,,species
____,B ONLY,,,,4827441,G.Plesiolestes,,,,genus
______,B ONLY,,,,4974460,G.Plesiolestes_problematicus,,,,species
______,B ONLY,,,,9329658,G.Plesiolestes_sirokyi,,,,species
______,B ONLY,,,,9520950,G.Palaechthon_nacimienti,,,,species
______,B ONLY,,,,9080494,G.Torrejonia_wilsoni,,,,species
____,B ONLY,,,,4827443,G.Torrejonia,,,,genus
____,B ONLY,,,,4827446,G.Palenochtha,,,,genus
______,B ONLY,,,,8763646,G.Palaechthon_minor,,,,species
______,B ONLY,,,,4974465,G.Palenochtha_weissae,,,,species
____,B ONLY,,,,4827444,G.Premnoides,,,,genus
______,B ONLY,,,,4974463,G.Premnoides_douglassi,,,,species
__,B ONLY,,,,9425,G.Megaladapidae,,,,family
__,B ONLY,N20.Indriidae,30599,!,3239549,G.Archaeolemuridae,,,cross-mrca !,family
____,SHARED (moved from 30599),N20.Archaeolemur,523820,=,4827057,G.Archaeolemur,,taxonomicStatus; number_of_children,canonicalName,genus
______,A ONLY,N20.Archaeolemur_majori,523821,,,,,,,species
______,A ONLY,N20.Archaeolemur_edwardsi,523822,,,,,,,species
____,SHARED (moved from 30599),N20.Hadropithecus,523824,=,4827060,G.Hadropithecus,,taxonomicStatus; number_of_children,canonicalName,genus
______,A ONLY,N20.Hadropithecus_stenognathus,523825,,,,,,,species
____,B ONLY,,,,3239551,G.Bradylemur#3239551,,,,genus
____,B ONLY,,,,3239550,G.Grandidieria,,,,genus
__,B ONLY,,,,6142026,G.Hapalidae,,,,family
__,B ONLY,,,,4827478,G.Microsyopidae,,,,family
____,B ONLY,,,,9488729,G.?_speciosus,,,,unranked
____,B ONLY,,,,10629025,G.?_wilsoni#10629025,,,,unranked
____,B ONLY,,,,9636453,G.?_simplicidens,,,,unranked
____,B ONLY,,,,9895694,G.?_alfi,,,,unranked
____,B ONLY,,,,9997952,G.?_typus,,,,unranked
____,B ONLY,,,,9256431,G.?_verus#9256431,,,,unranked
____,B ONLY,,,,9323388,G.?_scottianus,,,,unranked
____,B ONLY,,,,4827481,G.Uintasorex#4827481,,,,genus
______,B ONLY,,,,4974445,G.Uintasorex_parvulus,,,,species
______,B ONLY,,,,4974444,G.Uintasorex_montezumicus,,,,species
____,B ONLY,,,,4573936,G.Myrmekomomys,,,,genus
____,B ONLY,,,,7667489,G.?_vicarius,,,,unranked
____,B ONLY,,,,10139306,G.?_latidens,,,,unranked
____,B ONLY,,,,9514464,G.?_mckennai#9514464,,,,unranked
____,B ONLY,,,,10299448,G.?_annectens,,,,unranked
____,B ONLY,,,,9904829,G.?_elegans,,,,unranked
____,B ONLY,,,,9564620,G.?_nuptus,,,,unranked
____,B ONLY,,,,9444354,G.?_angustidens#9444354,,,,unranked
____,B ONLY,,,,10535271,G.?_lundeliusi,,,,unranked
____,B ONLY,,,,9988797,G.?_knightensis#9988797,,,,unranked
____,B ONLY,,,,4827479,G.Craseops,,,,genus
______,B ONLY,,,,4974430,G.Craseops_sylvestris,,,,species
____,B ONLY,,,,4827487,G.Megadelphus,,,,genus
______,B ONLY,,,,8789519,G.Cynodontomys_lundeliusi,,,,species
____,B ONLY,,,,4827486,G.Avenius,,,,genus
______,B ONLY,,,,4974456,G.Avenius_amatorum,,,,species
____,B ONLY,,,,9634646,G.Bartelsia,,,,genus
____,B ONLY,,,,4827488,G.Navajovius,,,,genus
______,B ONLY,,,,4974452,G.Navajovius_kohlhaasae,,,,species
____,B ONLY,,,,4827483,G.Niptomomys,,,,genus
______,B ONLY,,,,4974446,G.Niptomomys_favorum,,,,species
______,B ONLY,,,,4974448,G.Niptomomys_thelmae,,,,species
______,B ONLY,,,,4974447,G.Niptomomys_doreenae,,,,species
____,B ONLY,,,,4827482,G.Bathrodon,,,,genus
____,B ONLY,,,,4827489,G.Microsyops,,,,genus
______,B ONLY,,,,8622656,G.Microsyops_vicarius,,,,species
______,B ONLY,,,,4974438,G.Microsyops_kratos,,,,species
______,B ONLY,,,,9384623,G.Cynodontomys_angustidens,,,,species
______,B ONLY,,,,8888466,G.Limnotherium_elegans,,,,species
______,B ONLY,,,,9133626,G.Bathrodon_annectens,,,,species
______,B ONLY,,,,4974439,G.Microsyops_cardiorestes,,,,species
______,B ONLY,,,,9503474,G.Cynodontomys_latidens,,,,species
______,B ONLY,,,,4974440,G.Microsyops_scottianus,,,,species
______,B ONLY,,,,9382284,G.Cynodontomys_knightensis,,,,species
____,B ONLY,,,,4827485,G.Cynodontomys,,,,genus
____,B ONLY,,,,4827480,G.Berruvius,,,,genus
______,B ONLY,,,,4974477,G.Berruvius_lasseroni,,,,species
____,B ONLY,,,,8477798,G.Choctawius,,,,genus
______,B ONLY,,,,4974451,G.Navajovius_mckennai,,,,species
______,B ONLY,,,,8516023,G.Choctawius_foxi,,,,species
____,B ONLY,,,,8603196,G.Nanomomys,,,,genus
______,B ONLY,,,,8594546,G.Nanomomys_thermophilus,,,,species
____,B ONLY,,,,4827484,G.Arctodontomys,,,,genus
______,B ONLY,,,,9310354,G.Pantolestes_nuptus,,,,species
______,B ONLY,,,,9164095,G.Microsyops_wilsoni,,,,species
______,B ONLY,,,,9340214,G.Microsyops_simplicidens,,,,species
__,B ONLY,,,,3239538,G.Plesiadapidae,,,,family
____,B ONLY,,,,10112825,G.?_intermedius,,,,unranked
____,B ONLY,,,,9490014,G.?_dubius#9490014,,,,unranked
____,B ONLY,,,,10508699,G.?_campanicus,,,,unranked
____,B ONLY,,,,9869354,G.?_rex,,,,unranked
____,B ONLY,,,,10174880,G.?_daubrei,,,,unranked
____,B ONLY,,,,10419499,G.?_simpsoni,,,,unranked
____,B ONLY,,,,4827102,G.Asioplesiadapis,,,,genus
